date,GB_ldz_natural_gas_kWh,heat_as_an_estimated_fraction_of_GB_ldz_natural_gas_demand,GB_ldz_heat_from_natural_gas_kWh
14/10/2019,1424985764,0.823334017,1173239253
15/10/2019,1329930479,0.828627686,1102017215
16/10/2019,1310001900,0.833921355,1092438559
17/10/2019,1429072952,0.839215024,1199299491
18/10/2019,1397047193,0.844508692,1179818498
19/10/2019,1350541358,0.849802361,1147693235
20/10/2019,1496725180,0.85509603,1279843760
21/10/2019,1557783927,0.860389699,1340301244
22/10/2019,1566143225,0.865683368,1355784142
23/10/2019,1578649551,0.870977037,1374967508
24/10/2019,1480173710,0.870977037,1289197312
25/10/2019,1589108382,0.870977037,1384076910
26/10/2019,1588075155,0.870977037,1383176993
27/10/2019,1730535258,0.870977037,1507256471
28/10/2019,2020336512,0.870977037,1759666709
29/10/2019,1963554584,0.870977037,1710210954
30/10/2019,1929092256,0.870977037,1680195057
31/10/2019,1888622843,0.870977037,1644947128
01/11/2019,1573162970,0.870977037,1370188822
02/11/2019,1520363128,0.870977037,1324201372
03/11/2019,1592257554,0.870977037,1386819767
04/11/2019,1724776751,0.870977037,1502240944
05/11/2019,1800943048,0.870977037,1568580040
06/11/2019,2061214570,0.870977037,1795270559
07/11/2019,2018387459,0.870977037,1757969129
08/11/2019,2201804910,0.870977037,1917721517
09/11/2019,2259238800,0.870977037,1967745116
10/11/2019,2053640280,0.870977037,1788673526
11/11/2019,2208442939,0.870977037,1923503087
12/11/2019,2318599705,0.870977037,2019447101
13/11/2019,2315605227,0.870977037,2016838979
14/11/2019,2424038202,0.870977037,2111281611
15/11/2019,2307731140,0.870977037,2009980831
16/11/2019,2099897496,0.870977037,1828962499
17/11/2019,2092422841,0.870977037,1822452246
18/11/2019,2392211669,0.870977037,2083561431
19/11/2019,2634917981,0.870977037,2294953056
20/11/2019,2456099432,0.870977037,2139206206
21/11/2019,2500371914,0.870977037,2177766521
22/11/2019,2213456838,0.870977037,1927870078
23/11/2019,1926155310,0.870977037,1677637045
24/11/2019,1803201917,0.870977037,1570547463
25/11/2019,1860734007,0.870977037,1620656592
26/11/2019,1773026229,0.870977037,1544265131
27/11/2019,1855412472,0.870977037,1616021657
28/11/2019,2040623774,0.870977037,1777336448
29/11/2019,2416308236,0.870977037,2104548988
30/11/2019,2540458642,0.870977037,2212681141
01/12/2019,2545392457,0.870977037,2216978380
02/12/2019,2717567932,0.870977037,2366939265
03/12/2019,2451924219,0.870977037,2135569691
04/12/2019,2516735976,0.870977037,2192019243
05/12/2019,2436410125,0.870977037,2122057272
06/12/2019,1963715720,0.870977037,1710351299
07/12/2019,1882665875,0.870977037,1639758745
08/12/2019,2034866436,0.870977037,1772321939
09/12/2019,2374345080,0.870977037,2068000043
10/12/2019,2389112147,0.870977037,2080861819
11/12/2019,2476830152,0.871130684,2157642745
12/12/2019,2542451603,0.871284332,2215198245
13/12/2019,2377578069,0.871437979,2071911827
14/12/2019,2372542801,0.871591626,2067888438
15/12/2019,2339197617,0.871745273,2039184466
16/12/2019,2466137492,0.871898921,2150222617
17/12/2019,2534656128,0.872052568,2210353385
18/12/2019,2496168249,0.872206215,2177173460
19/12/2019,2022784886,0.872359862,1764596345
20/12/2019,2039637410,0.87251351,1779611195
21/12/2019,1998212411,0.872667157,1743774343
22/12/2019,1984885021,0.872820804,1732448940
23/12/2019,2088598245,0.872974451,1823292907
24/12/2019,1966066480,0.873128099,1716627887
25/12/2019,1961989292,0.873281746,1713369434
26/12/2019,2063313008,0.873435393,1802170608
27/12/2019,2017030941,0.87358904,1762056124
28/12/2019,1879134285,0.873742688,1641879840
29/12/2019,1917482056,0.873896335,1675680541
30/12/2019,2063604277,0.874049982,1803693281
31/12/2019,2147422484,0.874203629,1877284529
