date,GB_ldz_natural_gas_kWh,heat_as_an_estimated_fraction_of_GB_ldz_natural_gas_demand,GB_ldz_heat_from_natural_gas_kWh
01/01/2015,1935024305,0.865846858,1675434714
02/01/2015,2100387713,0.866804139,1820624764
03/01/2015,2279309201,0.867761421,1977896591
04/01/2015,2502221978,0.868718703,2173727031
05/01/2015,2319574134,0.869675985,2017277919
06/01/2015,2275869924,0.870633266,1981448065
07/01/2015,2408106837,0.871590548,2098883158
08/01/2015,2181788139,0.87254783,1903714506
09/01/2015,2005498474,0.873505112,1751813168
10/01/2015,2038529645,0.874462393,1782617512
11/01/2015,2310455036,0.875419675,2022617797
12/01/2015,2250974535,0.876376957,1972702213
13/01/2015,2397394486,0.877334239,2103316266
14/01/2015,2596982437,0.87829152,2280907653
15/01/2015,2500706166,0.879248802,2198742901
16/01/2015,2619989344,0.880206084,2306130560
17/01/2015,2620006135,0.881163366,2308653424
18/01/2015,2635994568,0.882120647,2325265234
19/01/2015,2898851175,0.883077929,2559911492
20/01/2015,2934138368,0.884035211,2593881631
21/01/2015,2862980587,0.884992493,2533716326
22/01/2015,2844090585,0.885949774,2519721412
23/01/2015,2816098029,0.886907056,2497617212
24/01/2015,2468628258,0.886907056,2189443821
25/01/2015,2362118407,0.886907056,2094979482
26/01/2015,2337173064,0.886907056,2072855282
27/01/2015,2378265801,0.886907056,2109300720
28/01/2015,2566109965,0.886907056,2275901034
29/01/2015,2783469623,0.886907056,2468678849
30/01/2015,2677734771,0.886907056,2374901862
31/01/2015,2690134535,0.886907056,2385899301
01/02/2015,2766206606,0.886907056,2453368157
02/02/2015,3030717503,0.886907056,2687964738
03/02/2015,2983622570,0.886907056,2646195910
04/02/2015,2911060065,0.886907056,2581839712
05/02/2015,2858087552,0.886907056,2534858017
06/02/2015,2853467975,0.886907056,2530760881
07/02/2015,2659212072,0.886907056,2358473950
08/02/2015,2482472957,0.886907056,2201722782
09/02/2015,2493176382,0.886907056,2211215725
10/02/2015,2586347889,0.886907056,2293850192
11/02/2015,2588636088,0.886907056,2295879612
12/02/2015,2558930614,0.886907056,2269533617
13/02/2015,2424142763,0.886907056,2149989321
14/02/2015,2146308929,0.886907056,1903576533
15/02/2015,2124577441,0.886907056,1884302723
16/02/2015,2386066417,0.886907056,2116219141
17/02/2015,2386641122,0.886907056,2116728851
18/02/2015,2273378557,0.886907056,2016275483
19/02/2015,2337303086,0.886907056,2072970599
20/02/2015,2326894255,0.886907056,2063738933
21/02/2015,2357639398,0.886907056,2091007018
22/02/2015,2576403114,0.886907056,2285030101
23/02/2015,2505446514,0.886907056,2222098192
24/02/2015,2462635883,0.886907056,2184129141
25/02/2015,2158665315,0.886907056,1914535499
26/02/2015,2175918584,0.886907056,1929837545
27/02/2015,2258825205,0.886907056,2003368013
28/02/2015,2070192995,0.886907056,1836068775
01/03/2015,2135990270,0.886907056,1894424842
02/03/2015,2490361764,0.886907056,2208719420
03/03/2015,2429971562,0.886907056,2155158924
04/03/2015,2347585659,0.886907056,2082090286
05/03/2015,2288183557,0.886907056,2029406142
06/03/2015,1928958782,0.886907056,1710807154
07/03/2015,1681581480,0.886907056,1491406480
08/03/2015,1850899711,0.886907056,1641576014
09/03/2015,2258020654,0.886907056,2002654451
10/03/2015,1990180835,0.886907056,1765105425
11/03/2015,2072704333,0.883708204,1831665824
12/03/2015,1910010444,0.880509352,1681782059
13/03/2015,2052601016,0.877310501,1800768425
14/03/2015,2177473551,0.874111649,1903354996
15/03/2015,2206695660,0.870912797,1921839489
16/03/2015,2243625242,0.867713945,1946824910
17/03/2015,2105017183,0.864515093,1819819127
18/03/2015,2090362544,0.861316242,1800463210
19/03/2015,2143692653,0.85811739,1839539944
20/03/2015,1914949672,0.854918538,1637125974
21/03/2015,1919382314,0.851719686,1634775702
22/03/2015,1867889546,0.848520834,1584943196
23/03/2015,1994782942,0.845321983,1686233872
24/03/2015,2033802613,0.842123131,1712712224
25/03/2015,2036495092,0.838924279,1708465177
26/03/2015,2065265171,0.835725427,1725994617
27/03/2015,1862654147,0.832526575,1550709078
28/03/2015,1626347099,0.829327724,1348774738
29/03/2015,1766259700,0.826128872,1459158133
30/03/2015,1990057013,0.82293002,1637677658
31/03/2015,1989124104,0.819731168,1630547026
01/04/2015,2073422916,0.816532317,1693016817
02/04/2015,1796610860,0.813333465,1461243735
03/04/2015,1727968567,0.810134613,1399887146
04/04/2015,1589068949,0.806935761,1282276562
05/04/2015,1392846489,0.803736909,1119482132
06/04/2015,1361545674,0.800538058,1089969129
07/04/2015,1318051190,0.797339206,1050933889
08/04/2015,1256479751,0.794140354,997821274
09/04/2015,1167387332,0.790941502,923335090
10/04/2015,1087780863,0.78774265,856891380
11/04/2015,1239283351,0.784543799,972272068
12/04/2015,1470058726,0.781344947,1148622957
13/04/2015,1467181934,0.778146095,1141681893
14/04/2015,1171302272,0.774947243,907697467
15/04/2015,1123190732,0.771748391,866820641
16/04/2015,1169171199,0.76854954,898565987
17/04/2015,1247745822,0.765350688,954963123
18/04/2015,1214792372,0.762151836,925856237
19/04/2015,1416175184,0.758952984,1074810382
20/04/2015,1260569930,0.755754132,952680934
21/04/2015,1105611614,0.752555281,832033858
22/04/2015,1075678022,0.749356429,806066241
23/04/2015,1041585800,0.746157577,777187137
24/04/2015,1023030188,0.746157577,763341726
25/04/2015,1065760477,0.746157577,795225255
26/04/2015,1261466794,0.746157577,941253006
27/04/2015,1483741151,0.746157577,1107104702
28/04/2015,1529698281,0.746157577,1141395963
29/04/2015,1518519852,0.746157577,1133055093
30/04/2015,1491232136,0.746157577,1112694157
01/05/2015,1470309262,0.746157577,1097082396
02/05/2015,1463593904,0.746157577,1092071681
03/05/2015,1218539855,0.746157577,909222746
04/05/2015,1025137096,0.746157577,764913812
05/05/2015,1209423180,0.746157577,902420270
06/05/2015,1380086389,0.746157577,1029761916
07/05/2015,1228546925,0.746157577,916689597
08/05/2015,1239781579,0.746157577,925072419
09/05/2015,1126955557,0.746157577,840886428
10/05/2015,1012171785,0.746157577,755239647
11/05/2015,921417613,0.746157577,687522734
12/05/2015,1021482094,0.746157577,762186604
13/05/2015,996341381,0.746157577,743427671
14/05/2015,1309722895,0.746157577,977259662
15/05/2015,1062135983,0.746157577,792520812
16/05/2015,935451488,0.746157577,697994216
17/05/2015,1042868321,0.746157577,778144100
18/05/2015,1240747540,0.746157577,925793178
19/05/2015,1295631198,0.746157577,966745035
20/05/2015,1212924001,0.746157577,905032434
21/05/2015,1018766364,0.746157577,760160242
22/05/2015,907993995,0.746157577,677506599
23/05/2015,793220443,0.746157577,591867444
24/05/2015,842141839,0.746157577,628370514
25/05/2015,921158232,0.746157577,687329194
26/05/2015,916739453,0.746157577,684032089
27/05/2015,953128486,0.746157577,711184042
28/05/2015,947615262,0.746157577,707070308
29/05/2015,1068464448,0.746157577,797242844
30/05/2015,914388187,0.746157577,682277674
31/05/2015,1013801784,0.746157577,756455883
01/06/2015,1203174019,0.746157577,897757411
02/06/2015,1072511729,0.746157577,800262753
03/06/2015,895836972,0.746157577,668435544
04/06/2015,784790360,0.746157577,585577273
05/06/2015,736782029,0.746157577,549755494
06/06/2015,781683695,0.746157577,583259212
07/06/2015,768028870,0.746157577,573070561
08/06/2015,863598496,0.746157577,644380561
09/06/2015,923133730,0.746157577,688803227
10/06/2015,848969076,0.743389693,631114861
11/06/2015,720834325,0.740621809,533865622
12/06/2015,684001349,0.737853925,504693080
13/06/2015,697822159,0.735086041,512959328
14/06/2015,775177551,0.732318157,567676595
15/06/2015,794062162,0.729550273,579308267
16/06/2015,707197075,0.726782389,513978379
17/06/2015,740270722,0.724014504,535966740
18/06/2015,765653848,0.72124662,552225250
19/06/2015,784692973,0.718478736,563785216
20/06/2015,668586257,0.715710852,478514440
21/06/2015,698346257,0.712942968,497881053
22/06/2015,827867626,0.710175084,587930961
23/06/2015,777726282,0.7074072,550169172
24/06/2015,719963302,0.704639316,507314449
25/06/2015,652719028,0.701871432,458124839
26/06/2015,636579472,0.699103548,445034967
27/06/2015,555781065,0.696335664,387010177
28/06/2015,616015555,0.69356778,427248541
29/06/2015,627992142,0.690799896,433816906
30/06/2015,578418192,0.688032012,397970232
01/07/2015,589056998,0.685264128,403659630
02/07/2015,613386360,0.682496243,418633886
03/07/2015,552613357,0.679728359,375626971
04/07/2015,503999522,0.676960475,341187756
05/07/2015,546737063,0.674192591,368606077
06/07/2015,635625878,0.671424707,426774919
07/07/2015,651852386,0.668656823,435865546
08/07/2015,678878654,0.665888939,452057787
09/07/2015,690419728,0.663121055,457831858
10/07/2015,595583561,0.660353171,393295493
11/07/2015,535132964,0.657585287,351895564
12/07/2015,576944749,0.654817403,377793462
13/07/2015,674597103,0.652049519,439870716
14/07/2015,657264039,0.649281635,426749470
15/07/2015,645729237,0.646513751,417472831
16/07/2015,624847089,0.643745866,402242731
17/07/2015,618541505,0.640977982,396471486
18/07/2015,567058984,0.638210098,361902770
19/07/2015,574399276,0.635442214,364997548
20/07/2015,622788593,0.63267433,394022356
21/07/2015,636283088,0.629906446,400798819
22/07/2015,652796628,0.627138562,409393939
23/07/2015,649399037,0.624370678,405465717
24/07/2015,686437148,0.624370678,428591228
25/07/2015,601253405,0.624370678,375404996
26/07/2015,682715453,0.624370678,426267510
27/07/2015,729507779,0.624370678,455483267
28/07/2015,767258243,0.624370678,479053549
29/07/2015,731943948,0.624370678,457004339
30/07/2015,716506882,0.624370678,447365888
31/07/2015,658456870,0.624370678,411121162
01/08/2015,598284539,0.624370678,373551323
02/08/2015,568337833,0.624370678,354853478
03/08/2015,566108339,0.624370678,353461447
04/08/2015,623865861,0.624370678,389523551
05/08/2015,620177656,0.624370678,387220744
06/08/2015,620966612,0.624370678,387713345
07/08/2015,594511412,0.624370678,371195493
08/08/2015,513268908,0.624370678,320470056
09/08/2015,534640105,0.624370678,333813605
10/08/2015,597585370,0.624370678,373114783
11/08/2015,640016117,0.624370678,399607297
12/08/2015,605834183,0.624370678,378265100
13/08/2015,609450232,0.624370678,380522855
14/08/2015,651142475,0.624370678,406554269
15/08/2015,594695173,0.624370678,371310228
16/08/2015,584800160,0.624370678,365132072
17/08/2015,629550615,0.624370678,393072944
18/08/2015,668686775,0.624370678,417508415
19/08/2015,670923369,0.624370678,418904879
20/08/2015,637640722,0.624370678,398124170
21/08/2015,593606925,0.624370678,370630758
22/08/2015,522153960,0.624370678,326017622
23/08/2015,553471516,0.624370678,345571386
24/08/2015,662709500,0.624370678,413776380
25/08/2015,695527567,0.624370678,434267019
26/08/2015,687858615,0.624370678,429478750
27/08/2015,683293362,0.624370678,426628340
28/08/2015,664364432,0.624370678,414809671
29/08/2015,586262930,0.624370678,366045383
30/08/2015,601080474,0.624370678,375297023
31/08/2015,721519179,0.624370678,450495419
01/09/2015,742473116,0.624370678,463578443
02/09/2015,803523473,0.624370678,501696496
03/09/2015,882354167,0.624370678,550916069
04/09/2015,867175494,0.624370678,541438951
05/09/2015,812026075,0.624370678,507005271
06/09/2015,790110987,0.624370678,493322133
07/09/2015,808626722,0.624370678,504882815
08/09/2015,886509322,0.624370678,553510426
09/09/2015,857799510,0.624370678,535584862
10/09/2015,764076355,0.628943204,480560631
11/09/2015,714386475,0.63351573,452575069
12/09/2015,694209949,0.638088256,442967216
13/09/2015,745118966,0.642660783,478858738
14/09/2015,939436538,0.647233309,608034619
15/09/2015,951501236,0.651805835,620194058
16/09/2015,956606727,0.656378361,627895956
17/09/2015,938192558,0.660950887,620099204
18/09/2015,880988120,0.665523413,586318221
19/09/2015,788654264,0.67009594,528474020
20/09/2015,844058228,0.674668466,569459470
21/09/2015,967929707,0.679240992,657457534
22/09/2015,1053050768,0.683813518,720090350
23/09/2015,1061491352,0.688386044,730715833
24/09/2015,974651247,0.69295857,675392935
25/09/2015,976433871,0.697531097,681092989
26/09/2015,944200110,0.702103623,662926318
27/09/2015,930242604,0.706676149,657380261
28/09/2015,976448454,0.711248675,694497669
29/09/2015,959613214,0.715821201,686911484
30/09/2015,922495007,0.720393727,664559617
01/10/2015,986081916,0.724966254,714876112
02/10/2015,974157534,0.72953878,710685699
03/10/2015,1031026936,0.734111306,756888530
04/10/2015,998922168,0.738683832,737887655
05/10/2015,1059743692,0.743256358,787661237
06/10/2015,901186203,0.747828884,673933073
07/10/2015,1045347962,0.75240141,786521281
08/10/2015,1161339857,0.756973937,879104003
09/10/2015,1126147061,0.761546463,857613311
10/10/2015,1110297493,0.766118989,850619993
11/10/2015,1105482178,0.770691515,851985735
12/10/2015,1343376365,0.775264041,1041471390
13/10/2015,1476809964,0.779836567,1151670413
14/10/2015,1503224519,0.784409094,1179142982
15/10/2015,1546169501,0.78898162,1219899317
16/10/2015,1458544702,0.793554146,1157434195
17/10/2015,1355685037,0.798126672,1082008387
18/10/2015,1273113735,0.802699198,1021927374
19/10/2015,1358374430,0.807271724,1096577268
20/10/2015,1359265453,0.811844251,1103511843
21/10/2015,1340033379,0.816416777,1094025732
22/10/2015,1308684929,0.820989303,1074416327
23/10/2015,1452002902,0.825561829,1198718171
24/10/2015,1413900669,0.825561829,1167262422
25/10/2015,1542133928,0.825561829,1273126906
26/10/2015,1500133090,0.825561829,1238452618
27/10/2015,1302821247,0.825561829,1075559492
28/10/2015,1290487013,0.825561829,1065376819
29/10/2015,1374231626,0.825561829,1134513175
30/10/2015,1277275220,0.825561829,1054469667
31/10/2015,1153696416,0.825561829,952447723
01/11/2015,1279800857,0.825561829,1056554736
02/11/2015,1517722851,0.825561829,1252974053
03/11/2015,1524728232,0.825561829,1258757428
04/11/2015,1406645605,0.825561829,1161272918
05/11/2015,1320336215,0.825561829,1090019181
06/11/2015,1228351976,0.825561829,1014080504
07/11/2015,1216364638,0.825561829,1004184215
08/11/2015,1387224970,0.825561829,1145239983
09/11/2015,1491461758,0.825561829,1231293897
10/11/2015,1238363537,0.825561829,1022345667
11/11/2015,1288149597,0.825561829,1063447137
12/11/2015,1434048671,0.825561829,1183895844
13/11/2015,1775713884,0.825561829,1465961602
14/11/2015,1728692484,0.825561829,1427142529
15/11/2015,1343555121,0.825561829,1109187823
16/11/2015,1551709454,0.825561829,1281032095
17/11/2015,1620079803,0.825561829,1337476045
18/11/2015,1656642688,0.825561829,1367660968
19/11/2015,1774732150,0.825561829,1465151120
20/11/2015,2017103586,0.825561829,1665243726
21/11/2015,2385559350,0.825561829,1969426740
22/11/2015,2380018435,0.825561829,1964852372
23/11/2015,2486282111,0.825561829,2052579607
24/11/2015,2172236197,0.825561829,1793315288
25/11/2015,2070196591,0.825561829,1709075284
26/11/2015,1914704822,0.825561829,1580707215
27/11/2015,1802192059,0.825561829,1487820972
28/11/2015,2118943355,0.825561829,1749318752
29/11/2015,1973486714,0.825561829,1629235301
30/11/2015,2045023513,0.825561829,1688293352
01/12/2015,1831912002,0.825561829,1512356623
02/12/2015,1717509332,0.825561829,1417910145
03/12/2015,1757423109,0.825561829,1450861436
04/12/2015,1880121340,0.825561829,1552156412
05/12/2015,1735151027,0.825561829,1432474455
06/12/2015,1609051303,0.825561829,1328371337
07/12/2015,1646282671,0.825561829,1359108133
08/12/2015,1761485471,0.825561829,1454215167
09/12/2015,2014939475,0.825561829,1663457118
10/12/2015,1969297817,0.825561829,1625777108
11/12/2015,2079221531,0.826565128,1718612010
12/12/2015,2023555589,0.827568427,1674630715
13/12/2015,2006403907,0.828571725,1662449547
14/12/2015,2029048305,0.829575024,1683247796
15/12/2015,1846856616,0.830578323,1533959070
16/12/2015,1565848672,0.831581622,1302130978
17/12/2015,1550345254,0.83258492,1290794080
18/12/2015,1537706707,0.833588219,1281814195
19/12/2015,1296878837,0.834591518,1082364077
20/12/2015,1506987352,0.835594817,1259230820
21/12/2015,1902858956,0.836598115,1591928216
22/12/2015,1662485570,0.837601414,1392500264
23/12/2015,1801641202,0.838604713,1510864803
24/12/2015,1810380551,0.839608012,1520010014
25/12/2015,1691238660,0.84061131,1421674346
26/12/2015,1365796921,0.841614609,1149474642
27/12/2015,1445597616,0.842617908,1218086439
28/12/2015,1559162364,0.843621207,1315342435
29/12/2015,1607737529,0.844624505,1357934515
30/12/2015,1671779954,0.845627804,1413703611
31/12/2015,1920819159,0.846631103,1626225243
01/01/2016,2081476951,0.847634402,1764331470
02/01/2016,1807757086,0.8486377,1534130816
03/01/2016,1883996619,0.849640999,1600720769
04/01/2016,2074327654,0.850644298,1764514991
05/01/2016,2056058587,0.851647597,1751037354
06/01/2016,2106820192,0.852650895,1796382123
07/01/2016,2260547698,0.853654194,1929726023
08/01/2016,2352834914,0.854657493,2010867988
09/01/2016,2074331886,0.855660792,1774924463
10/01/2016,2194641329,0.85666409,1880070418
11/01/2016,2405565508,0.857667389,2063175088
12/01/2016,2494342827,0.858670688,2141819071
13/01/2016,2583776439,0.859673987,2221205392
14/01/2016,2766801280,0.860677285,2381323014
15/01/2016,2793689016,0.861680584,2407267583
16/01/2016,2737681259,0.862683883,2361753498
17/01/2016,2680632233,0.863687182,2315227698
18/01/2016,2731154711,0.86469048,2361603479
19/01/2016,2781569373,0.865693779,2407987302
20/01/2016,2802308092,0.866697078,2428752234
21/01/2016,2761035047,0.867700377,2395751150
22/01/2016,2353372270,0.868703675,2044383140
23/01/2016,2078428321,0.869706974,1807623606
24/01/2016,1709010969,0.869706974,1486338758
25/01/2016,1828230798,0.869706974,1590025075
26/01/2016,2050144754,0.869706974,1783025190
27/01/2016,1949792886,0.869706974,1695748471
28/01/2016,2242308523,0.869706974,1950151360
29/01/2016,2031394944,0.869706974,1766718350
30/01/2016,2163228870,0.869706974,1881375235
31/01/2016,2119659163,0.869706974,1843482357
01/02/2016,1996402242,0.869706974,1736284953
02/02/2016,2258543908,0.869706974,1964271388
03/02/2016,2422645704,0.869706974,2106991864
04/02/2016,2111180611,0.869706974,1836108501
05/02/2016,1980871684,0.869706974,1722777918
06/02/2016,1982445671,0.869706974,1724146826
07/02/2016,2125201964,0.869706974,1848302969
08/02/2016,2364707660,0.869706974,2056602743
09/02/2016,2373470263,0.869706974,2064223640
10/02/2016,2375650538,0.869706974,2066119841
11/02/2016,2441606084,0.869706974,2123481839
12/02/2016,2458528977,0.869706974,2138199797
13/02/2016,2449480335,0.869706974,2130330130
14/02/2016,2457274523,0.869706974,2137108790
15/02/2016,2733295748,0.869706974,2377166374
16/02/2016,2667812952,0.869706974,2320215530
17/02/2016,2594542453,0.869706974,2256491666
18/02/2016,2445479768,0.869706974,2126850809
19/02/2016,2390968761,0.869706974,2079442206
20/02/2016,2052873243,0.869706974,1785398176
21/02/2016,1831648192,0.869706974,1592997206
22/02/2016,2114554263,0.869706974,1839042589
23/02/2016,2270835601,0.869706974,1974961559
24/02/2016,2482388200,0.869706974,2158950330
25/02/2016,2552255815,0.869706974,2219714682
26/02/2016,2455311170,0.869706974,2135401248
27/02/2016,2403585009,0.869706974,2090414645
28/02/2016,2377887374,0.869706974,2068065233
29/02/2016,2480059156,0.869706974,2156924744
01/03/2016,2205863950,0.869706974,1918455261
02/03/2016,2457047588,0.869706974,2136911423
03/03/2016,2332791404,0.869706974,2028844953
04/03/2016,2388344559,0.869706974,2077159919
05/03/2016,2376543990,0.869706974,2066896882
06/03/2016,2387502107,0.869706974,2076427233
07/03/2016,2433978795,0.869706974,2116848333
08/03/2016,2488978457,0.869706974,2164681922
09/03/2016,2382425005,0.869706974,2072011642
10/03/2016,2316244601,0.869706974,2014454083
11/03/2016,2157480744,0.867026461,1870592893
12/03/2016,1916226759,0.864345947,1656282833
13/03/2016,1855139018,0.861665434,1598509167
14/03/2016,2019697363,0.85898492,1734889579
15/03/2016,2146035473,0.856304407,1837659633
16/03/2016,2097922322,0.853623894,1790836621
17/03/2016,2033268752,0.85094338,1730196585
18/03/2016,2286222023,0.848262867,1939317248
19/03/2016,2076370732,0.845582354,1755742450
20/03/2016,1872532521,0.84290184,1578361108
21/03/2016,1955365558,0.840221327,1642939843
22/03/2016,1913769303,0.837540813,1602859899
23/03/2016,1957836429,0.8348603,1634519908
24/03/2016,1966944807,0.832179787,1636851710
25/03/2016,1532687264,0.829499273,1271362972
26/03/2016,1659441642,0.82681876,1372057480
27/03/2016,1706222796,0.824138246,1406163463
28/03/2016,1871238601,0.821457733,1537143419
29/03/2016,1960950399,0.81877722,1605581516
30/03/2016,1839035368,0.816096706,1500830707
31/03/2016,1732773938,0.813416193,1409466380
01/04/2016,1877160388,0.81073568,1521880903
02/04/2016,1546774721,0.808055166,1249879304
03/04/2016,1428395928,0.805374653,1150393874
04/04/2016,1549381703,0.802694139,1243679613
05/04/2016,1566381321,0.800013626,1253126400
06/04/2016,1762855575,0.797333113,1405583123
07/04/2016,1874373227,0.794652599,1489475557
08/04/2016,1665511103,0.791972086,1319038302
09/04/2016,1628003733,0.789291572,1284969626
10/04/2016,1635173508,0.786611059,1286245565
11/04/2016,1664504525,0.783930546,1304855940
12/04/2016,1588453000,0.781250032,1240978957
13/04/2016,1448609984,0.778569519,1127843578
14/04/2016,1458738326,0.775889005,1131819029
15/04/2016,1680517374,0.773208492,1299390305
16/04/2016,1763677504,0.770527979,1358962862
17/04/2016,1643540129,0.767847465,1261988122
18/04/2016,1750789277,0.765166952,1339646095
19/04/2016,1425611801,0.762486439,1087009665
20/04/2016,1350564370,0.759805925,1026166811
21/04/2016,1390882491,0.757125412,1053072479
22/04/2016,1601712412,0.754444898,1208403758
23/04/2016,1577102141,0.751764385,1185609221
24/04/2016,1651395019,0.751764385,1241459961
25/04/2016,1810836095,0.751764385,1361322083
26/04/2016,1988126822,0.751764385,1494602938
27/04/2016,1944964338,0.751764385,1462154919
28/04/2016,2006543650,0.751764385,1508448053
29/04/2016,1947415655,0.751764385,1463997732
30/04/2016,1629097566,0.751764385,1224697530
01/05/2016,1495516978,0.751764385,1124276401
02/05/2016,1390212656,0.751764385,1045112362
03/05/2016,1413941705,0.751764385,1062951016
04/05/2016,1237420790,0.751764385,930248879
05/05/2016,1011403723,0.751764385,760337298
06/05/2016,904511462,0.751764385,679979503
07/05/2016,812000415,0.751764385,610432993
08/05/2016,757769140,0.751764385,569663852
09/05/2016,761012977,0.751764385,572102453
10/05/2016,841690157,0.751764385,632752683
11/05/2016,865705793,0.751764385,650806783
12/05/2016,822949054,0.751764385,618663789
13/05/2016,957077479,0.751764385,719496762
14/05/2016,974954949,0.751764385,732936408
15/05/2016,960613215,0.751764385,722154803
16/05/2016,970674263,0.751764385,729718340
17/05/2016,938743743,0.751764385,705714113
18/05/2016,1029999504,0.751764385,774316944
19/05/2016,1032327462,0.751764385,776067020
20/05/2016,920188745,0.751764385,691765126
21/05/2016,883773041,0.751764385,664389097
22/05/2016,843390529,0.751764385,634030962
23/05/2016,898586985,0.751764385,675525692
24/05/2016,918459024,0.751764385,690464783
25/05/2016,1184537313,0.751764385,890492965
26/05/2016,1038197156,0.751764385,780479646
27/05/2016,880109814,0.751764385,661635213
28/05/2016,743960544,0.751764385,559283041
29/05/2016,747300600,0.751764385,561793976
30/05/2016,811294760,0.751764385,609902506
31/05/2016,1022954162,0.751764385,769020506
01/06/2016,1098257348,0.751764385,825630760
02/06/2016,1044976085,0.751764385,785575804
03/06/2016,991694822,0.751764385,745520848
04/06/2016,772884157,0.751764385,581026783
05/06/2016,700653967,0.751764385,526726699
06/06/2016,708586743,0.751764385,532690277
07/06/2016,667553918,0.751764385,501843261
08/06/2016,675620782,0.751764385,507907642
09/06/2016,687402382,0.751764385,516764629
10/06/2016,656451958,0.747314432,490576022
11/06/2016,640034947,0.742864478,475459227
12/06/2016,652080602,0.738414525,481505788
13/06/2016,751866439,0.733964572,551843329
14/06/2016,768282507,0.729514618,560473320
15/06/2016,779640229,0.725064665,565289581
16/06/2016,800932936,0.720614712,577164057
17/06/2016,795622179,0.716164758,569796565
18/06/2016,741045498,0.711714805,527413052
19/06/2016,724515798,0.707264852,512424558
20/06/2016,757040447,0.702814898,532059305
21/06/2016,698091560,0.698364945,487522674
22/06/2016,689973861.5,0.693914992,478783206
23/06/2016,681856163,0.689465038,470115985
24/06/2016,673370979,0.685015085,461269278
25/06/2016,639707452,0.680565132,435362586
26/06/2016,683648933,0.676115178,462225420
27/06/2016,722978156,0.671665225,485599286
28/06/2016,789820013,0.667215272,526979974
29/06/2016,864838055,0.662765318,573184669
30/06/2016,787236472,0.658315365,518249865
01/07/2016,773765844,0.653865412,505938722
02/07/2016,739025748,0.649415458,479934745
03/07/2016,691258140,0.644965505,445837655
04/07/2016,714571703,0.640515551,457694288
05/07/2016,717318323,0.636065598,456261508
06/07/2016,712021270,0.631615645,449723774
07/07/2016,684217694,0.627165691,429117863
08/07/2016,642657714,0.622715738,400193073
09/07/2016,602503576,0.618265785,372507346
10/07/2016,592888839,0.613815831,363924556
11/07/2016,673510766,0.609365878,410414479
12/07/2016,723281497,0.604915925,437524496
13/07/2016,730881656,0.600465971,438869564
14/07/2016,699458864,0.596016018,416888687
15/07/2016,657067054,0.591566065,388698571
16/07/2016,568798314,0.587116111,333950654
17/07/2016,550644181,0.582666158,320841729
18/07/2016,571053384,0.578216205,330192320
19/07/2016,540654001,0.573766251,310209019
20/07/2016,550835706,0.569316298,313599745
21/07/2016,570331090,0.564866345,322160838
22/07/2016,561264072,0.560416391,314541586
23/07/2016,518010561,0.555966438,287996486
24/07/2016,531693797,0.555966438,295603906
25/07/2016,591163468,0.555966438,328667048
26/07/2016,611791619,0.555966438,340135607
27/07/2016,509508002,0.555966438,283269349
28/07/2016,533497090,0.555966438,296606477
29/07/2016,557454150,0.555966438,309925798
30/07/2016,581411210,0.555966438,323245119
31/07/2016,589427372,0.555966438,327701836
01/08/2016,614939359,0.555966438,341885645
02/08/2016,640451345,0.555966438,356069453
03/08/2016,613706098,0.555966438,341199993
04/08/2016,628965488,0.555966438,349683702
05/08/2016,602050264,0.555966438,334719741
06/08/2016,534256272,0.555966438,297028557
07/08/2016,518450811,0.555966438,288241251
08/08/2016,613363324,0.555966438,341009422
09/08/2016,636015454,0.555966438,353603246
10/08/2016,658667584,0.555966438,366197071
11/08/2016,681319714,0.555966438,378790895
12/08/2016,611889546.5,0.555966438,340190052
13/08/2016,542459379,0.555966438,301589209
14/08/2016,556151186,0.555966438,309201394
15/08/2016,554677901,0.555966438,308382297
16/08/2016,603367899,0.555966438,335452302
17/08/2016,554922059,0.555966438,308518041
18/08/2016,604189437,0.555966438,335909049
19/08/2016,623194237,0.555966438,346475080
20/08/2016,582349629,0.555966438,323766849
21/08/2016,582441352,0.555966438,323817844
22/08/2016,597939429.5,0.555966438,332434255
23/08/2016,613437507,0.555966438,341050666
24/08/2016,603605837,0.555966438,335584587
25/08/2016,612972630,0.555966438,340792210
26/08/2016,592399811,0.555966438,329354413
27/08/2016,559017655,0.555966438,310795054
28/08/2016,570546176,0.555966438,317204525
29/08/2016,582074697,0.555966438,323613996
30/08/2016,587609079,0.555966438,326690927
31/08/2016,609678478.7,0.555966438,338960772
01/09/2016,631747878.3,0.555966438,351230618
02/09/2016,653817278,0.555966438,363500463
03/09/2016,621504172,0.555966438,345535461
04/09/2016,613944875,0.555966438,341332745
05/09/2016,672507329,0.555966438,373891504
06/09/2016,632222285,0.555966438,351494372
07/09/2016,604821442,0.555966438,336260423
08/09/2016,637921431,0.555966438,354662906
09/09/2016,635851125,0.555966438,353511885
10/09/2016,633146390,0.562372912,356064379
11/09/2016,638088616,0.568779386,362931651
12/09/2016,666017132,0.57518586,383083637
13/09/2016,635741039,0.581592333,369742114
14/09/2016,631154172,0.587998807,371117900
15/09/2016,628741298,0.594405281,373727148
16/09/2016,653322671,0.600811755,392523940
17/09/2016,663420426,0.607218229,402840976
18/09/2016,663500076,0.613624703,407140037
19/09/2016,736761730,0.620031176,456815242
20/09/2016,762931098,0.62643765,477928764
21/09/2016,755778788,0.632844124,478290165
