2010-1,2010-2,2010-3,2010-4,2011-1,2011-2,2011-3,2011-4,2012-1,2012-2,2012-3,2012-4,2013-1,2013-2,2013-3,2013-4,2014-1,2014-2,2014-3,2014-4,2015-1,2015-2,2015-3,2015-4,2016-1,2016-2,2016-3,2016-4,2017-1,2017-2,2017-3,2017-4,2018-1,2018-2,2018-3,2018-4,2019-1,2019-2,2019-3,2019-4,2020-1,2020-2,2020-3,2020-4,2021-1
35,48,67,95,137,214,492,1000,1310,1428,1657,1754,2287,2535,2677,2937,4984,5152,5317,5528,7917,8239,8630,9601,10956,11440,11725,11914,12215,12390,12532,12760,13006,13023,13043,13059,13093,13110,13158,13224,13306,13334,13420,13462,13466
