2010-1,2010-2,2010-3,2010-4,2011-1,2011-2,2011-3,2011-4,2012-1,2012-2,2012-3,2012-4,2013-1,2013-2,2013-3,2013-4,2014-1,2014-2,2014-3,2014-4,2015-1,2015-2,2015-3,2015-4,2016-1,2016-2,2016-3,2016-4,2017-1,2017-2,2017-3,2017-4,2018-1,2018-2,2018-3,2018-4,2019-1,2019-2,2019-3,2019-4,2020-1,2020-2,2020-3,2020-4,2021-1
4864,4961,5376,5421,5603,5909,6174,6596,7302,7945,8447,9030,10118,10615,11080,11282,11432,12083,12707,13074,13428,13806,14097,14306,14479,14634,15270,16126,17413,17960,18698,19585,20685,20935,21298,21605,22149,23032,23664,23882,24077,24348,24350,24485,24541 
